5.232207;0.000000;5.232207
5.232207;0.000029;5.232178
5.232207;0.000056;5.232151
5.232207;0.000082;5.232125
5.232207;0.000108;5.232099
5.232207;0.009601;5.222606
5.232207;0.024443;5.207764
5.232207;0.038714;5.193493
5.232207;0.052436;5.179771
5.232207;0.065631;5.166576
5.232207;0.088429;5.143778
5.232207;0.116868;5.115339
5.232207;0.144214;5.087993
5.232207;0.170508;5.061699
5.232207;0.195790;5.036417
5.232207;0.229890;5.002317
5.232207;0.269081;4.963126
5.232207;0.306766;4.925441
5.232207;0.343000;4.889207
5.232207;0.377842;4.854365
5.232207;0.420983;4.811224
5.232207;0.468884;4.763323
5.232207;0.514943;4.717264
5.232207;0.559231;4.672976
5.232207;0.601815;4.630392
5.232207;0.652297;4.579910
5.232207;0.707172;4.525035
5.232207;0.759936;4.472271
5.232207;0.810670;4.421537
5.232207;0.859454;4.372753
5.232207;0.915820;4.316387
5.232207;0.976294;4.255913
5.232207;1.034442;4.197764
5.232207;1.090354;4.141853
5.232207;1.144116;4.088091
5.232207;1.205177;4.027030
5.232207;1.270103;3.962104
5.232207;1.332532;3.899675
5.232207;1.392560;3.839647
5.149007;1.450279;3.698729
5.149007;1.515052;3.633956
5.149007;1.583485;3.565522
5.149007;1.649286;3.499721
5.149007;1.712556;3.436451
4.974437;1.773393;3.201043
4.974437;1.841072;3.133365
4.974437;1.912237;3.062200
4.974437;1.980665;2.993771
4.974437;2.046462;2.927975
4.974437;2.109727;2.864709
4.974437;2.182667;2.791769
4.974437;2.252802;2.721635
4.974437;2.320239;2.654197
4.974437;2.385083;2.589354
4.974437;2.447432;2.527005
4.974437;2.519825;2.454612
4.974437;2.589433;2.385003
4.974437;2.656365;2.318072
4.700440;2.720722;1.979718
4.700440;2.787969;1.912471
4.700440;2.856033;1.844406
4.700440;2.921480;1.778960
4.700440;2.984409;1.716031
4.700440;3.044918;1.655522
4.700440;3.105905;1.594534
4.700440;3.166221;1.534219
4.700440;3.224216;1.476223
4.700440;3.279981;1.420459
4.700440;3.333601;1.366838
4.700440;3.387024;1.313415
4.700440;3.438393;1.262047
4.508533;3.488374;1.020160
4.508533;3.536432;0.972102
4.508533;3.582642;0.925892
4.508533;3.627075;0.881459
4.508533;3.670478;0.838055
4.508533;3.712213;0.796321
4.508533;3.752342;0.756192
4.508533;3.790928;0.717606
4.508533;3.820228;0.688306
4.508533;3.842556;0.665978
4.508533;3.864025;0.644508
4.508533;3.884669;0.623865
4.409450;3.904518;0.504931
4.409450;3.922466;0.486984
4.409450;3.939528;0.469921
4.308087;3.955934;0.352153
4.308087;3.971709;0.336378
4.308087;3.986877;0.321210
4.308087;4.001332;0.306755
4.308087;4.015158;0.292929
4.308087;4.028453;0.279635
4.308087;4.041236;0.266852
3.988793;4.053527;-0.064735
3.988793;4.064612;-0.075819
3.988793;4.074731;-0.085938
3.988793;4.084460;-0.095668
3.988793;4.093816;-0.105023
3.988793;4.102812;-0.114019
3.988793;4.110656;-0.121863
3.988793;4.117665;-0.128872
3.988793;4.124404;-0.135611
3.988793;4.130884;-0.142091
3.988793;4.137114;-0.148322
3.988793;4.142329;-0.153536
3.988793;4.146828;-0.158036
3.760746;4.151154;-0.390408
3.760746;4.155314;-0.394568
3.760746;4.159313;-0.398568
3.760746;4.162391;-0.401645
3.760746;4.164839;-0.404094
3.760746;4.167194;-0.406448
